feat,importance
K18843,0.2823477917845584
K16568,0.2817051798992902
K07052,0.28141826444970924
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,0.2811043634319479
K03201,0.281027635712972
K01992,0.2806605292862486
K11621,0.28044132715967657
K03498,0.28039192404685054
K18570,0.27985685725798015
K02385,0.2797780198416131
K07391,0.2792498963844972
K01297,0.2790370415495981
K19159,0.27843856943218126
K18221,0.27838902354505707
K03402,0.278277662817798
K02406,0.27696513774207887
K01990,0.2764671542372497
K02911,0.2758139800862394
K15894,0.2754852478738011
K03703,0.275476923936364
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified,0.2747702999940869
K21001,0.27469488098722383
K03711,0.27461479830708235
K04761,0.27385511647616706
K07574,0.27378301660337145
K07816,0.2732289928785554
K03286,0.2720507880294441
K03972,0.271861219779564
K01621,0.27145057529560185
K02992,0.2708826584857867
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47,0.2690432748495351
K01519,0.269034656254005
K03075,0.2686201712058356
K07058,0.2684931027342814
K09117,0.2684543914874645
K03698,0.2682920364277361
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0.26767948034830474
K12695,0.2670123339194092
K09815,0.26646328357310073
K03588,0.26481597624296993
K19355,0.264658580967077
K02913,0.26426145352524816
K01247,0.26338501697318656
K03110,0.26316937328556034
K23875,0.2629254650018964
K11065,0.2624160044324512
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0.2622511938768611
K02020,0.2613702168873692
K03705,0.2610910560615567
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei,0.2610710126355089
K01610,0.26073245156658015
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,0.2605087762603933
